,Highest,Lowest,Highest_Val,Lowest_Val
TT,ITW,AAP,0.956815654208283,-0.7042584404337862
TTWO,AAPL,INCY,0.9140184687956375,-0.824161932242968
TXN,TER,MOH,0.8986138274799725,-0.5800120599294964
TXT,SPG,EW,0.8421863857467693,-0.45320247110968775
TYL,GOOG,FMC,0.9130268477217159,-0.7687490217079409
UAL,ROK,DG,0.9225856604696011,-0.7164461677487108
UDR,AVB,ABBV,0.8859005738143425,-0.4713962154483251
UHS,TJX,BRK.B,0.9252306723704556,-0.7236772419651394
ULTA,TSCO,EQT,0.8602286088808179,-0.7990372936850452
UNH,MOH,LVS,0.8179386628619961,-0.7199289413852419
UNP,PAYX,REGN,0.9002127337228631,-0.582096051617513
UPS,EMN,BIIB,0.8100165508098235,-0.3105181075823237
URI,NUE,BAX,0.9398524275422804,-0.6780436129537367
USB,RF,HSY,0.963799799050486,-0.8112407588812142
V,MA,CF,0.9775764941131649,-0.7410826356424232
VFC,EPAM,PCG,0.9414404761828531,-0.896762889516887
VICI,MS,NRG,0.8068747841054881,-0.27425624152205097
VLO,MPC,WM,0.8045435925045142,-0.625085800100192
VMC,MLM,AAP,0.9795400949553712,-0.7959806905673846
VRSK,MSFT,DG,0.9527138371916491,-0.8157393841553052
VRSN,AON,CF,0.9060965726737716,-0.7887052099766699
VRTX,LLY,MOS,0.9136256778244802,-0.7747000670686001
VTR,EBAY,NOC,0.8721677589274938,-0.4532185396232739
VTRS,AIG,GEHC,0.8703233898691579,-0.6382986105141246
VZ,EL,LLY,0.8328456577293,-0.568390688474956
WAB,BKR,D,0.946612001784997,-0.6251622195455683
WAT,A,TTWO,0.9331744761899552,-0.7295795976389602
WBA,AMCR,TTWO,0.8664425482299329,-0.7279120479734976
WBD,ZBRA,JNJ,0.7202143473294241,-0.6271887095949374
WDC,STX,GIS,0.854674202407208,-0.5190999629035015
WEC,XEL,BIIB,0.9516800603293469,-0.5197779807032951
WELL,FLT,NOC,0.9206330485866714,-0.6659692898305286
WFC,SYF,GIS,0.9008662269094382,-0.577114289843195
WHR,DLR,REGN,0.8196936431157554,-0.5737061096524063
WM,RSG,VLO,0.8911392630010917,-0.625085800100192
WMB,DPZ,REGN,0.8271998881195596,-0.3740441854595771
WMT,ABC,AAP,0.9354986198835364,-0.7945762564297794
WRB,MET,WST,0.9226270110395997,-0.8813272607130502
WRK,MMM,GEHC,0.9072284643521608,-0.7334195852939338
WST,CRM,WRB,0.9261100081056105,-0.8813272607130502
WTW,GILD,TSLA,0.8887980072033584,-0.6771375765481055
WY,DLR,HUM,0.878332504801949,-0.47066409740430865
WYNN,LVS,BAX,0.9838693316327377,-0.8866213840633385
XEL,AEP,RCL,0.9589573370952411,-0.4597777243256924
XOM,HES,GNRC,0.8849624643200821,-0.7692749003223245
XRAY,BKNG,ENPH,0.9388144153931124,-0.8146597971550642
XYL,AFL,CTLT,0.8996608552546521,-0.6674162031823934
YUM,LIN,LNC,0.9496508227076486,-0.8666747607570607
ZBH,HCA,CF,0.9660508409658392,-0.8272708714522244
ZBRA,STX,NOC,0.8277888964967495,-0.4606893855450322
ZION,CMA,HSY,0.9904689369173165,-0.8920433200855966
ZTS,XRAY,NOC,0.9071161370668674,-0.7552017001634661
